Title,Location,Link,Distance,Review_Score,Review_description,Number_Of_Reviews,Details,Price
La Platinum KLCC,"Kuala Lumpur City-Centre, Kuala Lumpur",https://www.booking.com/hotel/my/bald-suite-platinum-klcc.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=627&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575061&all_sr_blocks=546168504_331719376_4_0_0&highlighted_blocks=546168504_331719376_4_0_0&matching_block_id=546168504_331719376_4_0_0&sr_pri_blocks=546168504_331719376_4_0_0__45581&from=searchresults#hotelTmpl,,8.2,Very good ,108 reviews,,MYR 456
Ninizam Kemaman Cukai Homestay,Cukai,https://www.booking.com/hotel/my/ninizam-homestay.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=628&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575061&all_sr_blocks=961230101_368748789_0_0_0&highlighted_blocks=961230101_368748789_0_0_0&matching_block_id=961230101_368748789_0_0_0&sr_pri_blocks=961230101_368748789_0_0_0__19440&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,9,Superb ,22 reviews,Travel Sustainable Level 1,MYR 194
Wellesley Hotel,Simpang Ampat,https://www.booking.com/hotel/my/wellesley-simpang-ampat.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=629&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575061&all_sr_blocks=945644403_374438347_2_2_0&highlighted_blocks=945644403_374438347_2_2_0&matching_block_id=945644403_374438347_2_2_0&sr_pri_blocks=945644403_374438347_2_2_0__14345&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,8.6,Fabulous ,129 reviews,Travel Sustainable Level 2,MYR 143
JB Urban Suites by Cal,Johor Bahru,https://www.booking.com/hotel/my/jb-urban-suites-by-cal.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=630&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575061&all_sr_blocks=1000136101_380258039_2_0_0&highlighted_blocks=1000136101_380258039_2_0_0&matching_block_id=1000136101_380258039_2_0_0&sr_pri_blocks=1000136101_380258039_2_0_0__32490&from=searchresults#hotelTmpl,,8.1,Very good ,55 reviews,,MYR 325
"Ancasa Residences, Port Dickson by Ancasa Hotels & Resorts",Port Dickson,https://www.booking.com/hotel/my/ancasa-allsuites-resort-spa-port-dickson.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=631&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575061&all_sr_blocks=4253118_273679936_0_2_0&highlighted_blocks=4253118_273679936_0_2_0&matching_block_id=4253118_273679936_0_2_0&sr_pri_blocks=4253118_273679936_0_2_0__26460&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,7.7,Good ,"1,768 reviews",Travel Sustainable Level 1,MYR 265
ASTRA @ Suite Platinum 2 KLCC,"Kuala Lumpur City-Centre, Kuala Lumpur",https://www.booking.com/hotel/my/astra-suite-platinum-2-klcc.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=632&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575061&all_sr_blocks=931589704_366472580_2_0_0&highlighted_blocks=931589704_366472580_2_0_0&matching_block_id=931589704_366472580_2_0_0&sr_pri_blocks=931589704_366472580_2_0_0__42705&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,8.9,Fabulous ,594 reviews,Travel Sustainable Level 2,MYR 427
Cozy Family suites 6 PAX Sri Raya MRT CHERAS,Cheras,https://www.booking.com/hotel/my/family-suites-6-pax-sri-raya-mrt.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=633&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575061&all_sr_blocks=968686401_369292675_6_0_0&highlighted_blocks=968686401_369292675_6_0_0&matching_block_id=968686401_369292675_6_0_0&sr_pri_blocks=968686401_369292675_6_0_0__20000&from=searchresults#hotelTmpl,,7.8,Good ,21 reviews,,MYR 200
Swing & Pillows - KL Cheras Maluri 2,"Ampang, Kuala Lumpur",https://www.booking.com/hotel/my/city-edge-kuala-lumpur.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=634&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575061&all_sr_blocks=190295701_382883009_0_0_0&highlighted_blocks=190295701_382883009_0_0_0&matching_block_id=190295701_382883009_0_0_0&sr_pri_blocks=190295701_382883009_0_0_0__11280&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,8,Very good ,477 reviews,Travel Sustainable Level 1,MYR 113
CVIA UMMUL HOTEL,Padang Besar,https://www.booking.com/hotel/my/cvia-ummul.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=635&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575061&all_sr_blocks=987076602_371081432_2_0_0&highlighted_blocks=987076602_371081432_2_0_0&matching_block_id=987076602_371081432_2_0_0&sr_pri_blocks=987076602_371081432_2_0_0__9000&from=searchresults#hotelTmpl,,7.7,Good ,47 reviews,,MYR 90
The Platinum KLCC By SKYSCRAPER,"Kuala Lumpur City-Centre, Kuala Lumpur",https://www.booking.com/hotel/my/the-platinum-klcc-by-skyseraper.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=636&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575061&all_sr_blocks=1084802401_381373104_0_0_0&highlighted_blocks=1084802401_381373104_0_0_0&matching_block_id=1084802401_381373104_0_0_0&sr_pri_blocks=1084802401_381373104_0_0_0__54945&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,9.1,Superb ,51 reviews,Travel Sustainable Level 3,MYR 549
Hotel Venice,"Bukit Bintang, Kuala Lumpur",https://www.booking.com/hotel/my/venice-pudu.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=637&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575061&all_sr_blocks=584879907_359227654_2_0_0&highlighted_blocks=584879907_359227654_2_0_0&matching_block_id=584879907_359227654_2_0_0&sr_pri_blocks=584879907_359227654_2_0_0__7900&from=searchresults#hotelTmpl,,6.9,Review score ,"1,051 reviews",,MYR 79
"My Inn Hotel Lahad Datu, Sabah",Lahad Datu,https://www.booking.com/hotel/my/my-inn-lahad-datu-sabah.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=638&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575061&all_sr_blocks=111582302_199264802_2_0_0&highlighted_blocks=111582302_199264802_2_0_0&matching_block_id=111582302_199264802_2_0_0&sr_pri_blocks=111582302_199264802_2_0_0__17800&from=searchresults#hotelTmpl,,7.6,Good ,172 reviews,,MYR 178
Royal Hotel,Keningau,https://www.booking.com/hotel/my/royal.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=639&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575061&all_sr_blocks=1087192802_381649125_0_0_0&highlighted_blocks=1087192802_381649125_0_0_0&matching_block_id=1087192802_381649125_0_0_0&sr_pri_blocks=1087192802_381649125_0_0_0__8500&from=searchresults#hotelTmpl,,6.4,Review score ,5 reviews,,MYR 85
BULATAN Hostel,Tanjong Aru,https://www.booking.com/hotel/my/bulatan-hostel.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=640&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575061&all_sr_blocks=927829201_367077675_2_1_0&highlighted_blocks=927829201_367077675_2_1_0&matching_block_id=927829201_367077675_2_1_0&sr_pri_blocks=927829201_367077675_2_1_0__11600&from=searchresults#hotelTmpl,,8.6,Fabulous ,248 reviews,,MYR 116
1969 Business Suites @ Ipoh Garden,Ipoh,https://www.booking.com/hotel/my/1969-ipoh-garden.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=641&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575061&all_sr_blocks=603975702_236960741_0_1_0&highlighted_blocks=603975702_236960741_0_1_0&matching_block_id=603975702_236960741_0_1_0&sr_pri_blocks=603975702_236960741_0_1_0__21250&from=searchresults#hotelTmpl,,8.4,Very good ,657 reviews,,MYR 213
The Western Suites at Axon Residence KL,"Bukit Bintang, Kuala Lumpur",https://www.booking.com/hotel/my/the-western-suite-at-axon-resident.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=642&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575061&all_sr_blocks=1058530103_378511753_3_0_0&highlighted_blocks=1058530103_378511753_3_0_0&matching_block_id=1058530103_378511753_3_0_0&sr_pri_blocks=1058530103_378511753_3_0_0__49445&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,9.4,Superb ,27 reviews,Travel Sustainable Level 3,MYR 494
Apple Suites Hotel,Sitiawan,https://www.booking.com/hotel/my/apple-suites.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=643&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575061&all_sr_blocks=310681001_279326893_2_0_0&highlighted_blocks=310681001_279326893_2_0_0&matching_block_id=310681001_279326893_2_0_0&sr_pri_blocks=310681001_279326893_2_0_0__10800&from=searchresults#hotelTmpl,,7.9,Good ,589 reviews,,MYR 108
Hard Rock Hotel Desaru Coast,Desaru,https://www.booking.com/hotel/my/hard-rock-desaru-coast.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=644&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575061&all_sr_blocks=364323815_119057616_2_1_0&highlighted_blocks=364323815_119057616_2_1_0&matching_block_id=364323815_119057616_2_1_0&sr_pri_blocks=364323815_119057616_2_1_0__109400&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,8,Very good ,"2,089 reviews",Travel Sustainable Level 3+,"MYR 1,094"
Paragon Lutong Hotel,Lutong,https://www.booking.com/hotel/my/paragon-lutong.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=645&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575061&all_sr_blocks=109522701_211444687_2_0_0&highlighted_blocks=109522701_211444687_2_0_0&matching_block_id=109522701_211444687_2_0_0&sr_pri_blocks=109522701_211444687_2_0_0__14580&from=searchresults#hotelTmpl,,7.5,Good ,75 reviews,,MYR 146
H Boutique Hotel Sri Petaling,Kuala Lumpur,https://www.booking.com/hotel/my/h-boutique.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=646&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575061&all_sr_blocks=154423701_260654902_0_0_0&highlighted_blocks=154423701_260654902_0_0_0&matching_block_id=154423701_260654902_0_0_0&sr_pri_blocks=154423701_260654902_0_0_0__13000&from=searchresults#hotelTmpl,,7.4,Good ,319 reviews,,MYR 130
Mari Mari Homestay - IMAGO THE LOFT,Kota Kinabalu,https://www.booking.com/hotel/my/mari-mari-homestay.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=647&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575061&all_sr_blocks=801823506_341514997_3_0_0&highlighted_blocks=801823506_341514997_3_0_0&matching_block_id=801823506_341514997_3_0_0&sr_pri_blocks=801823506_341514997_3_0_0__35000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,8.1,Very good ,231 reviews,Travel Sustainable Level 1,MYR 350
LUCENTIA RESIDENCE AT BUKIT BINTANG CITY CENTER,"Pudu, Kuala Lumpur",https://www.booking.com/hotel/my/lucentia-residence-at-bukit-bintang-city-center.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=648&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575061&all_sr_blocks=1086211302_381895005_2_0_0&highlighted_blocks=1086211302_381895005_2_0_0&matching_block_id=1086211302_381895005_2_0_0&sr_pri_blocks=1086211302_381895005_2_0_0__26910&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,10,Exceptional ,6 reviews,Travel Sustainable Level 2,MYR 269
Star KLCC by AR Hosp,"Kuala Lumpur City-Centre, Kuala Lumpur",https://www.booking.com/hotel/my/star-klcc-by-ar-hosp.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=649&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575061&all_sr_blocks=985357001_382676691_2_0_0&highlighted_blocks=985357001_382676691_2_0_0&matching_block_id=985357001_382676691_2_0_0&sr_pri_blocks=985357001_382676691_2_0_0__89955&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,8.7,Fabulous ,274 reviews,Travel Sustainable Level 2,MYR 900
The Shore Melaka,Melaka,https://www.booking.com/hotel/my/the-shore-melaka-melaka12.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=650&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575061&all_sr_blocks=823063801_346598207_5_0_0&highlighted_blocks=823063801_346598207_5_0_0&matching_block_id=823063801_346598207_5_0_0&sr_pri_blocks=823063801_346598207_5_0_0__72000&from=searchresults#hotelTmpl,,8.3,Very good ,859 reviews,,MYR 720
52 The Grace hotel,Muar,https://www.booking.com/hotel/my/52-the-grace.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=651&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575082&all_sr_blocks=269304201_205394714_2_0_0&highlighted_blocks=269304201_205394714_2_0_0&matching_block_id=269304201_205394714_2_0_0&sr_pri_blocks=269304201_205394714_2_0_0__10800&from=searchresults#hotelTmpl,,7.3,Good ,"1,161 reviews",,MYR 108
Prime Hotel,Limbang,https://www.booking.com/hotel/my/prime.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=652&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575082&all_sr_blocks=391110907_123409893_2_0_0&highlighted_blocks=391110907_123409893_2_0_0&matching_block_id=391110907_123409893_2_0_0&sr_pri_blocks=391110907_123409893_2_0_0__6000&from=searchresults#hotelTmpl,,6.5,Review score ,103 reviews,,MYR 60
Mercure Living Putrajaya,Putrajaya,https://www.booking.com/hotel/my/mercure-living-putrajaya.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=653&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575082&all_sr_blocks=501528709_169744201_2_40_0&highlighted_blocks=501528709_169744201_2_40_0&matching_block_id=501528709_169744201_2_40_0&sr_pri_blocks=501528709_169744201_2_40_0__41650&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,8.6,Fabulous ,533 reviews,Travel Sustainable Level 1,MYR 417
TS Hotel - Taman Rinting,Masai,https://www.booking.com/hotel/my/ts-taman-rinting-masai.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=654&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699575082&all_sr_blocks=763893903_334771188_2_0_0&highlighted_blocks=763893903_334771188_2_0_0&matching_block_id=763893903_334771188_2_0_0&sr_pri_blocks=763893903_334771188_2_0_0__8500&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,6.5,Review score ,232 reviews,Travel Sustainable Level 1,MYR 85
